epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/acc_speed,train/acc_x,train/acc_y,train/acc_yaw,train/loss_all,train/loss_egospeed,train/loss_forecast,train/loss_path,train/loss_speed,train/loss_wp,train/loss_x,train/loss_y,train/loss_yaw,val/loss_all,val/loss_egospeed,val/loss_forecast,val/loss_path,val/loss_wp
,0.00016870205405920073,0.00016870205405920073,8564,,,,,,,,,,,,,,,,,,
,0.00016854609631832563,0.00016854609631832563,8569,,,,,,,,,,,,,,,,,,
,0.00016839011821495432,0.00016839011821495432,8574,,,,,,,,,,,,,,,,,,
,0.0001682341199203414,0.0001682341199203414,8579,,,,,,,,,,,,,,,,,,
,0.0001680781016057635,0.0001680781016057635,8584,,,,,,,,,,,,,,,,,,
,0.00016792206344251934,0.00016792206344251934,8589,,,,,,,,,,,,,,,,,,
,0.00016776600560192942,0.00016776600560192942,8594,,,,,,,,,,,,,,,,,,
,0.00016760992825533595,0.00016760992825533595,8599,,,,,,,,,,,,,,,,,,
,0.00016745383157410233,0.00016745383157410233,8604,,,,,,,,,,,,,,,,,,
,0.0001672977157296133,0.0001672977157296133,8609,,,,,,,,,,,,,,,,,,
,0.0001671415808932748,0.0001671415808932748,8614,,,,,,,,,,,,,,,,,,
,0.00016698542723651329,0.00016698542723651329,8619,,,,,,,,,,,,,,,,,,
,0.0001668292549307762,0.0001668292549307762,8624,,,,,,,,,,,,,,,,,,
,0.00016667306414753125,0.00016667306414753125,8629,,,,,,,,,,,,,,,,,,
,0.00016651685505826656,0.00016651685505826656,8634,,,,,,,,,,,,,,,,,,
,0.0001663606278344903,0.0001663606278344903,8639,,,,,,,,,,,,,,,,,,
,0.00016620438264773043,0.00016620438264773043,8644,,,,,,,,,,,,,,,,,,
,0.00016604811966953483,0.00016604811966953483,8649,,,,,,,,,,,,,,,,,,
,0.0001658918390714709,0.0001658918390714709,8654,,,,,,,,,,,,,,,,,,
,0.00016573554102512525,0.00016573554102512525,8659,,,,,,,,,,,,,,,,,,
,0.0001655792257021037,0.0001655792257021037,8664,,,,,,,,,,,,,,,,,,
,0.00016542289327403108,0.00016542289327403108,8669,,,,,,,,,,,,,,,,,,
,0.000165266543912551,0.000165266543912551,8674,,,,,,,,,,,,,,,,,,
,0.0001651101777893256,0.0001651101777893256,8679,,,,,,,,,,,,,,,,,,
,0.0001649537950760355,0.0001649537950760355,8684,,,,,,,,,,,,,,,,,,
,0.00016479739594437944,0.00016479739594437944,8689,,,,,,,,,,,,,,,,,,
,0.00016464098056607435,0.00016464098056607435,8694,,,,,,,,,,,,,,,,,,
,0.0001644845491128547,0.0001644845491128547,8699,,,,,,,,,,,,,,,,,,
,0.00016432810175647297,0.00016432810175647297,8704,,,,,,,,,,,,,,,,,,
,0.00016417163866869888,0.00016417163866869888,8709,,,,,,,,,,,,,,,,,,
,0.0001640151600213195,0.0001640151600213195,8714,,,,,,,,,,,,,,,,,,
,0.00016385866598613884,0.00016385866598613884,8719,,,,,,,,,,,,,,,,,,
,0.00016370215673497805,0.00016370215673497805,8724,,,,,,,,,,,,,,,,,,
,0.00016354563243967482,0.00016354563243967482,8729,,,,,,,,,,,,,,,,,,
,0.0001633890932720834,0.0001633890932720834,8734,,,,,,,,,,,,,,,,,,
,0.0001632325394040743,0.0001632325394040743,8739,,,,,,,,,,,,,,,,,,
,0.00016307597100753435,0.00016307597100753435,8744,,,,,,,,,,,,,,,,,,
,0.00016291938825436608,0.00016291938825436608,8749,,,,,,,,,,,,,,,,,,
,0.00016276279131648803,0.00016276279131648803,8754,,,,,,,,,,,,,,,,,,
,0.00016260618036583415,0.00016260618036583415,8759,,,,,,,,,,,,,,,,,,
,0.00016244955557435383,0.00016244955557435383,8764,,,,,,,,,,,,,,,,,,
,0.00016229291711401168,0.00016229291711401168,8769,,,,,,,,,,,,,,,,,,
,0.0001621362651567872,0.0001621362651567872,8774,,,,,,,,,,,,,,,,,,
,0.0001619795998746749,0.0001619795998746749,8779,,,,,,,,,,,,,,,,,,
,0.00016182292143968383,0.00016182292143968383,8784,,,,,,,,,,,,,,,,,,
,0.00016166623002383741,0.00016166623002383741,8789,,,,,,,,,,,,,,,,,,
,0.00016150952579917338,0.00016150952579917338,8794,,,,,,,,,,,,,,,,,,
,0.0001613528089377435,0.0001613528089377435,8799,,,,,,,,,,,,,,,,,,
,0.00016119607961161356,0.00016119607961161356,8804,,,,,,,,,,,,,,,,,,
,0.00016103933799286284,0.00016103933799286284,8809,,,,,,,,,,,,,,,,,,
,0.00016088258425358417,0.00016088258425358417,8814,,,,,,,,,,,,,,,,,,
,0.00016072581856588377,0.00016072581856588377,8819,,,,,,,,,,,,,,,,,,
,0.00016056904110188085,0.00016056904110188085,8824,,,,,,,,,,,,,,,,,,
,0.00016041225203370765,0.00016041225203370765,8829,,,,,,,,,,,,,,,,,,
,0.00016025545153350917,0.00016025545153350917,8834,,,,,,,,,,,,,,,,,,
,0.00016009863977344284,0.00016009863977344284,8839,,,,,,,,,,,,,,,,,,
,0.0001599418169256786,0.0001599418169256786,8844,,,,,,,,,,,,,,,,,,
,0.00015978498316239836,0.00015978498316239836,8849,,,,,,,,,,,,,,,,,,
,0.00015962813865579622,0.00015962813865579622,8854,,,,,,,,,,,,,,,,,,
,0.00015947128357807804,0.00015947128357807804,8859,,,,,,,,,,,,,,,,,,
,0.00015931441810146117,0.00015931441810146117,8864,,,,,,,,,,,,,,,,,,
,0.0001591575423981745,0.0001591575423981745,8869,,,,,,,,,,,,,,,,,,
,0.00015900065664045812,0.00015900065664045812,8874,,,,,,,,,,,,,,,,,,
,0.000158843761000563,0.000158843761000563,8879,,,,,,,,,,,,,,,,,,
,0.0001586868556507512,0.0001586868556507512,8884,,,,,,,,,,,,,,,,,,
,0.00015852994076329544,0.00015852994076329544,8889,,,,,,,,,,,,,,,,,,
,0.00015837301651047868,0.00015837301651047868,8894,,,,,,,,,,,,,,,,,,
,0.00015821608306459427,0.00015821608306459427,8899,,,,,,,,,,,,,,,,,,
,0.00015805914059794572,0.00015805914059794572,8904,,,,,,,,,,,,,,,,,,
,0.00015790218928284647,0.00015790218928284647,8909,,,,,,,,,,,,,,,,,,
,0.00015774522929161953,0.00015774522929161953,8914,,,,,,,,,,,,,,,,,,
,0.0001575882607965975,0.0001575882607965975,8919,,,,,,,,,,,,,,,,,,
,0.00015743128397012238,0.00015743128397012238,8924,,,,,,,,,,,,,,,,,,
,0.00015727429898454524,0.00015727429898454524,8929,,,,,,,,,,,,,,,,,,
,0.00015711730601222613,0.00015711730601222613,8934,,,,,,,,,,,,,,,,,,
,0.0001569603052255339,0.0001569603052255339,8939,,,,,,,,,,,,,,,,,,
,0.00015680329679684595,0.00015680329679684595,8944,,,,,,,,,,,,,,,,,,
,0.00015664628089854805,0.00015664628089854805,8949,,,,,,,,,,,,,,,,,,
,0.00015648925770303418,0.00015648925770303418,8954,,,,,,,,,,,,,,,,,,
,0.0001563322273827064,0.0001563322273827064,8959,,,,,,,,,,,,,,,,,,
,0.0001561751901099745,0.0001561751901099745,8964,,,,,,,,,,,,,,,,,,
,0.000156018146057256,0.000156018146057256,8969,,,,,,,,,,,,,,,,,,
,0.0001558610953969757,0.0001558610953969757,8974,,,,,,,,,,,,,,,,,,
,0.00015570403830156583,0.00015570403830156583,8979,,,,,,,,,,,,,,,,,,
,0.00015554697494346564,0.00015554697494346564,8984,,,,,,,,,,,,,,,,,,
,0.0001553899054951212,0.0001553899054951212,8989,,,,,,,,,,,,,,,,,,
,0.00015523283012898527,0.00015523283012898527,8994,,,,,,,,,,,,,,,,,,
,0.00015507574901751724,0.00015507574901751724,8999,,,,,,,,,,,,,,,,,,
,0.00015491866233318256,0.00015491866233318256,9004,,,,,,,,,,,,,,,,,,
,0.0001547615702484531,0.0001547615702484531,9009,,,,,,,,,,,,,,,,,,
,0.00015460447293580635,0.00015460447293580635,9014,,,,,,,,,,,,,,,,,,
,0.0001544473705677258,0.0001544473705677258,9019,,,,,,,,,,,,,,,,,,
12,,,9021,,,,,,,,,,,,,,9.677789688110352,6.109401702880859,1.6039319038391113,0.3258768320083618,0.3350740373134613
12,,,9021,0.7681467533111572,0.23808445036411285,0.32091665267944336,0.746709942817688,2.595627546310425,0.6026228070259094,1.4300752878189087,0.0935334861278534,0.6647238731384277,0.0952645093202591,2.310335159301758,2.0013506412506104,0.743889331817627,,,,,
,0.00015429026331670035,0.00015429026331670035,9024,,,,,,,,,,,,,,,,,,
,0.00015413315135522432,0.00015413315135522432,9029,,,,,,,,,,,,,,,,,,
,0.00015397603485579707,0.00015397603485579707,9034,,,,,,,,,,,,,,,,,,
,0.00015381891399092319,0.00015381891399092319,9039,,,,,,,,,,,,,,,,,,
,0.0001536617889331119,0.0001536617889331119,9044,,,,,,,,,,,,,,,,,,
,0.00015350465985487693,0.00015350465985487693,9049,,,,,,,,,,,,,,,,,,
,0.00015334752692873667,0.00015334752692873667,9054,,,,,,,,,,,,,,,,,,
,0.00015319039032721355,0.00015319039032721355,9059,,,,,,,,,,,,,,,,,,
,0.00015303325022283408,0.00015303325022283408,9064,,,,,,,,,,,,,,,,,,
,0.0001528761067881286,0.0001528761067881286,9069,,,,,,,,,,,,,,,,,,
,0.00015271896019563124,0.00015271896019563124,9074,,,,,,,,,,,,,,,,,,
,0.00015256181061787944,0.00015256181061787944,9079,,,,,,,,,,,,,,,,,,
,0.00015240465822741384,0.00015240465822741384,9084,,,,,,,,,,,,,,,,,,
,0.00015224750319677846,0.00015224750319677846,9089,,,,,,,,,,,,,,,,,,
,0.00015209034569852004,0.00015209034569852004,9094,,,,,,,,,,,,,,,,,,
,0.00015193318590518798,0.00015193318590518798,9099,,,,,,,,,,,,,,,,,,
,0.0001517760239893342,0.0001517760239893342,9104,,,,,,,,,,,,,,,,,,
,0.00015161886012351317,0.00015161886012351317,9109,,,,,,,,,,,,,,,,,,
,0.00015146169448028129,0.00015146169448028129,9114,,,,,,,,,,,,,,,,,,
,0.00015130452723219695,0.00015130452723219695,9119,,,,,,,,,,,,,,,,,,
,0.00015114735855182025,0.00015114735855182025,9124,,,,,,,,,,,,,,,,,,
,0.00015099018861171302,0.00015099018861171302,9129,,,,,,,,,,,,,,,,,,
,0.0001508330175844384,0.0001508330175844384,9134,,,,,,,,,,,,,,,,,,
,0.00015067584564256063,0.00015067584564256063,9139,,,,,,,,,,,,,,,,,,
,0.00015051867295864507,0.00015051867295864507,9144,,,,,,,,,,,,,,,,,,
,0.00015036149970525786,0.00015036149970525786,9149,,,,,,,,,,,,,,,,,,
,0.0001502043260549658,0.0001502043260549658,9154,,,,,,,,,,,,,,,,,,
,0.00015004715218033593,0.00015004715218033593,9159,,,,,,,,,,,,,,,,,,
,0.0001498899782539359,0.0001498899782539359,9164,,,,,,,,,,,,,,,,,,
,0.0001497328044483331,0.0001497328044483331,9169,,,,,,,,,,,,,,,,,,
,0.00014957563093609495,0.00014957563093609495,9174,,,,,,,,,,,,,,,,,,
,0.00014941845788978838,0.00014941845788978838,9179,,,,,,,,,,,,,,,,,,
,0.00014926128548198008,0.00014926128548198008,9184,,,,,,,,,,,,,,,,,,
,0.0001491041138852358,0.0001491041138852358,9189,,,,,,,,,,,,,,,,,,
,0.00014894694327212044,0.00014894694327212044,9194,,,,,,,,,,,,,,,,,,
,0.00014878977381519787,0.00014878977381519787,9199,,,,,,,,,,,,,,,,,,
,0.00014863260568703083,0.00014863260568703083,9204,,,,,,,,,,,,,,,,,,
,0.00014847543906018035,0.00014847543906018035,9209,,,,,,,,,,,,,,,,,,
,0.00014831827410720586,0.00014831827410720586,9214,,,,,,,,,,,,,,,,,,
,0.0001481611110006651,0.0001481611110006651,9219,,,,,,,,,,,,,,,,,,
,0.00014800394991311365,0.00014800394991311365,9224,,,,,,,,,,,,,,,,,,
,0.00014784679101710496,0.00014784679101710496,9229,,,,,,,,,,,,,,,,,,
,0.0001476896344851899,0.0001476896344851899,9234,,,,,,,,,,,,,,,,,,
,0.00014753248048991703,0.00014753248048991703,9239,,,,,,,,,,,,,,,,,,
,0.00014737532920383188,0.00014737532920383188,9244,,,,,,,,,,,,,,,,,,
,0.00014721818079947707,0.00014721818079947707,9249,,,,,,,,,,,,,,,,,,
,0.00014706103544939213,0.00014706103544939213,9254,,,,,,,,,,,,,,,,,,
,0.0001469038933261132,0.0001469038933261132,9259,,,,,,,,,,,,,,,,,,
,0.00014674675460217286,0.00014674675460217286,9264,,,,,,,,,,,,,,,,,,
,0.00014658961945009989,0.00014658961945009989,9269,,,,,,,,,,,,,,,,,,
,0.0001464324880424193,0.0001464324880424193,9274,,,,,,,,,,,,,,,,,,
,0.0001462753605516519,0.0001462753605516519,9279,,,,,,,,,,,,,,,,,,
,0.0001461182371503141,0.0001461182371503141,9284,,,,,,,,,,,,,,,,,,
,0.00014596111801091805,0.00014596111801091805,9289,,,,,,,,,,,,,,,,,,
,0.00014580400330597109,0.00014580400330597109,9294,,,,,,,,,,,,,,,,,,
,0.00014564689320797564,0.00014564689320797564,9299,,,,,,,,,,,,,,,,,,
,0.00014548978788942905,0.00014548978788942905,9304,,,,,,,,,,,,,,,,,,
,0.00014533268752282366,0.00014533268752282366,9309,,,,,,,,,,,,,,,,,,
,0.00014517559228064615,0.00014517559228064615,9314,,,,,,,,,,,,,,,,,,
,0.00014501850233537763,0.00014501850233537763,9319,,,,,,,,,,,,,,,,,,
,0.00014486141785949333,0.00014486141785949333,9324,,,,,,,,,,,,,,,,,,
,0.00014470433902546263,0.00014470433902546263,9329,,,,,,,,,,,,,,,,,,
,0.00014454726600574857,0.00014454726600574857,9334,,,,,,,,,,,,,,,,,,
,0.0001443901989728078,0.0001443901989728078,9339,,,,,,,,,,,,,,,,,,
,0.00014423313809909063,0.00014423313809909063,9344,,,,,,,,,,,,,,,,,,
,0.0001440760835570403,0.0001440760835570403,9349,,,,,,,,,,,,,,,,,,
,0.00014391903551909323,0.00014391903551909323,9354,,,,,,,,,,,,,,,,,,
,0.00014376199415767877,0.00014376199415767877,9359,,,,,,,,,,,,,,,,,,
,0.00014360495964521884,0.00014360495964521884,9364,,,,,,,,,,,,,,,,,,
,0.0001434479321541279,0.0001434479321541279,9369,,,,,,,,,,,,,,,,,,
,0.00014329091185681262,0.00014329091185681262,9374,,,,,,,,,,,,,,,,,,
,0.00014313389892567187,0.00014313389892567187,9379,,,,,,,,,,,,,,,,,,
,0.00014297689353309637,0.00014297689353309637,9384,,,,,,,,,,,,,,,,,,
,0.0001428198958514686,0.0001428198958514686,9389,,,,,,,,,,,,,,,,,,
,0.0001426629060531625,0.0001426629060531625,9394,,,,,,,,,,,,,,,,,,
,0.0001425059243105435,0.0001425059243105435,9399,,,,,,,,,,,,,,,,,,
,0.00014234895079596793,0.00014234895079596793,9404,,,,,,,,,,,,,,,,,,
,0.00014219198568178344,0.00014219198568178344,9409,,,,,,,,,,,,,,,,,,
,0.0001420350291403282,0.0001420350291403282,9414,,,,,,,,,,,,,,,,,,
,0.00014187808134393095,0.00014187808134393095,9419,,,,,,,,,,,,,,,,,,
,0.00014172114246491105,0.00014172114246491105,9424,,,,,,,,,,,,,,,,,,
,0.0001415642126755779,0.0001415642126755779,9429,,,,,,,,,,,,,,,,,,
,0.00014140729214823082,0.00014140729214823082,9434,,,,,,,,,,,,,,,,,,
,0.00014125038105515926,0.00014125038105515926,9439,,,,,,,,,,,,,,,,,,
,0.00014109347956864208,0.00014109347956864208,9444,,,,,,,,,,,,,,,,,,
,0.00014093658786094762,0.00014093658786094762,9449,,,,,,,,,,,,,,,,,,
,0.00014077970610433353,0.00014077970610433353,9454,,,,,,,,,,,,,,,,,,
,0.0001406228344710466,0.0001406228344710466,9459,,,,,,,,,,,,,,,,,,
,0.00014046597313332237,0.00014046597313332237,9464,,,,,,,,,,,,,,,,,,
,0.0001403091222633852,0.0001403091222633852,9469,,,,,,,,,,,,,,,,,,
,0.00014015228203344778,0.00014015228203344778,9474,,,,,,,,,,,,,,,,,,
,0.00013999545261571134,0.00013999545261571134,9479,,,,,,,,,,,,,,,,,,
,0.00013983863418236508,0.00013983863418236508,9484,,,,,,,,,,,,,,,,,,
,0.00013968182690558617,0.00013968182690558617,9489,,,,,,,,,,,,,,,,,,
,0.0001395250309575396,0.0001395250309575396,9494,,,,,,,,,,,,,,,,,,
,0.00013936824651037788,0.00013936824651037788,9499,,,,,,,,,,,,,,,,,,
,0.0001392114737362408,0.0001392114737362408,9504,,,,,,,,,,,,,,,,,,
,0.00013905471280725547,0.00013905471280725547,9509,,,,,,,,,,,,,,,,,,
,0.00013889796389553597,0.00013889796389553597,9514,,,,,,,,,,,,,,,,,,
,0.00013874122717318318,0.00013874122717318318,9519,,,,,,,,,,,,,,,,,,
,0.00013858450281228454,0.00013858450281228454,9524,,,,,,,,,,,,,,,,,,
,0.0001384277909849139,0.0001384277909849139,9529,,,,,,,,,,,,,,,,,,
,0.0001382710918631315,0.0001382710918631315,9534,,,,,,,,,,,,,,,,,,
,0.00013811440561898347,0.00013811440561898347,9539,,,,,,,,,,,,,,,,,,
,0.00013795773242450187,0.00013795773242450187,9544,,,,,,,,,,,,,,,,,,
,0.00013780107245170447,0.00013780107245170447,9549,,,,,,,,,,,,,,,,,,
,0.00013764442587259446,0.00013764442587259446,9554,,,,,,,,,,,,,,,,,,
,0.00013748779285916026,0.00013748779285916026,9559,,,,,,,,,,,,,,,,,,
,0.00013733117358337557,0.00013733117358337557,9564,,,,,,,,,,,,,,,,,,
,0.00013717456821719896,0.00013717456821719896,9569,,,,,,,,,,,,,,,,,,
,0.00013701797693257365,0.00013701797693257365,9574,,,,,,,,,,,,,,,,,,
,0.00013686139990142738,0.00013686139990142738,9579,,,,,,,,,,,,,,,,,,
,0.0001367048372956723,0.0001367048372956723,9584,,,,,,,,,,,,,,,,,,
,0.0001365482892872048,0.0001365482892872048,9589,,,,,,,,,,,,,,,,,,
,0.0001363917560479051,0.0001363917560479051,9594,,,,,,,,,,,,,,,,,,
,0.00013623523774963724,0.00013623523774963724,9599,,,,,,,,,,,,,,,,,,
,0.00013607873456424893,0.00013607873456424893,9604,,,,,,,,,,,,,,,,,,
,0.00013592224666357118,0.00013592224666357118,9609,,,,,,,,,,,,,,,,,,
,0.00013576577421941838,0.00013576577421941838,9614,,,,,,,,,,,,,,,,,,
,0.0001356093174035877,0.0001356093174035877,9619,,,,,,,,,,,,,,,,,,
,0.00013545287638785946,0.00013545287638785946,9624,,,,,,,,,,,,,,,,,,
,0.00013529645134399636,0.00013529645134399636,9629,,,,,,,,,,,,,,,,,,
,0.00013514004244374365,0.00013514004244374365,9634,,,,,,,,,,,,,,,,,,
,0.000134983649858829,0.000134983649858829,9639,,,,,,,,,,,,,,,,,,
,0.00013482727376096194,0.00013482727376096194,9644,,,,,,,,,,,,,,,,,,
,0.00013467091432183405,0.00013467091432183405,9649,,,,,,,,,,,,,,,,,,
,0.0001345145717131185,0.0001345145717131185,9654,,,,,,,,,,,,,,,,,,
,0.00013435824610647017,0.00013435824610647017,9659,,,,,,,,,,,,,,,,,,
,0.000134201937673525,0.000134201937673525,9664,,,,,,,,,,,,,,,,,,
,0.00013404564658590042,0.00013404564658590042,9669,,,,,,,,,,,,,,,,,,
,0.0001338893730151945,0.0001338893730151945,9674,,,,,,,,,,,,,,,,,,
,0.00013373311713298623,0.00013373311713298623,9679,,,,,,,,,,,,,,,,,,
,0.00013357687911083518,0.00013357687911083518,9684,,,,,,,,,,,,,,,,,,
,0.00013342065912028123,0.00013342065912028123,9689,,,,,,,,,,,,,,,,,,
,0.0001332644573328446,0.0001332644573328446,9694,,,,,,,,,,,,,,,,,,
,0.0001331082739200254,0.0001331082739200254,9699,,,,,,,,,,,,,,,,,,
,0.00013295210905330353,0.00013295210905330353,9704,,,,,,,,,,,,,,,,,,
,0.0001327959629041387,0.0001327959629041387,9709,,,,,,,,,,,,,,,,,,
,0.0001326398356439699,0.0001326398356439699,9714,,,,,,,,,,,,,,,,,,
13,,,9715,,,,,,,,,,,,,,10.70186996459961,7.205931186676025,1.5611821413040161,0.3221510052680969,0.324004590511322
13,,,9715,0.7730762958526611,0.24900393187999725,0.33263540267944336,0.7558022141456604,2.513777494430542,0.587049663066864,1.3951846361160278,0.08823065459728241,0.6519715785980225,0.09038858860731125,2.2575571537017822,1.9536159038543701,0.7175953388214111,,,,,
,0.00013248372744421557,0.00013248372744421557,9719,,,,,,,,,,,,,,,,,,
,0.00013232763847627303,0.00013232763847627303,9724,,,,,,,,,,,,,,,,,,
,0.0001321715689115185,0.0001321715689115185,9729,,,,,,,,,,,,,,,,,,
,0.00013201551892130708,0.00013201551892130708,9734,,,,,,,,,,,,,,,,,,
,0.0001318594886769722,0.0001318594886769722,9739,,,,,,,,,,,,,,,,,,
,0.00013170347834982565,0.00013170347834982565,9744,,,,,,,,,,,,,,,,,,
,0.00013154748811115737,0.00013154748811115737,9749,,,,,,,,,,,,,,,,,,
,0.0001313915181322353,0.0001313915181322353,9754,,,,,,,,,,,,,,,,,,
,0.000131235568584305,0.000131235568584305,9759,,,,,,,,,,,,,,,,,,
,0.0001310796396385897,0.0001310796396385897,9764,,,,,,,,,,,,,,,,,,
,0.00013092373146628998,0.00013092373146628998,9769,,,,,,,,,,,,,,,,,,
,0.0001307678442385837,0.0001307678442385837,9774,,,,,,,,,,,,,,,,,,
,0.00013061197812662555,0.00013061197812662555,9779,,,,,,,,,,,,,,,,,,
,0.00013045613330154717,0.00013045613330154717,9784,,,,,,,,,,,,,,,,,,
,0.00013030030993445678,0.00013030030993445678,9789,,,,,,,,,,,,,,,,,,
,0.00013014450819643904,0.00013014450819643904,9794,,,,,,,,,,,,,,,,,,
,0.00012998872825855488,0.00012998872825855488,9799,,,,,,,,,,,,,,,,,,
,0.00012983297029184126,0.00012983297029184126,9804,,,,,,,,,,,,,,,,,,
,0.0001296772344673111,0.0001296772344673111,9809,,,,,,,,,,,,,,,,,,
,0.00012952152095595286,0.00012952152095595286,9814,,,,,,,,,,,,,,,,,,
,0.00012936582992873066,0.00012936582992873066,9819,,,,,,,,,,,,,,,,,,
,0.00012921016155658383,0.00012921016155658383,9824,,,,,,,,,,,,,,,,,,
,0.00012905451601042693,0.00012905451601042693,9829,,,,,,,,,,,,,,,,,,
,0.00012889889346114937,0.00012889889346114937,9834,,,,,,,,,,,,,,,,,,
,0.00012874329407961524,0.00012874329407961524,9839,,,,,,,,,,,,,,,,,,
,0.00012858771803666338,0.00012858771803666338,9844,,,,,,,,,,,,,,,,,,
,0.00012843216550310693,0.00012843216550310693,9849,,,,,,,,,,,,,,,,,,
,0.00012827663664973307,0.00012827663664973307,9854,,,,,,,,,,,,,,,,,,
,0.00012812113164730322,0.00012812113164730322,9859,,,,,,,,,,,,,,,,,,
,0.00012796565066655252,0.00012796565066655252,9864,,,,,,,,,,,,,,,,,,
,0.00012781019387818958,0.00012781019387818958,9869,,,,,,,,,,,,,,,,,,
,0.00012765476145289674,0.00012765476145289674,9874,,,,,,,,,,,,,,,,,,
,0.00012749935356132935,0.00012749935356132935,9879,,,,,,,,,,,,,,,,,,
,0.00012734397037411597,0.00012734397037411597,9884,,,,,,,,,,,,,,,,,,
,0.00012718861206185793,0.00012718861206185793,9889,,,,,,,,,,,,,,,,,,
,0.0001270332787951293,0.0001270332787951293,9894,,,,,,,,,,,,,,,,,,
,0.00012687797074447665,0.00012687797074447665,9899,,,,,,,,,,,,,,,,,,
,0.0001267226880804189,0.0001267226880804189,9904,,,,,,,,,,,,,,,,,,
,0.00012656743097344696,0.00012656743097344696,9909,,,,,,,,,,,,,,,,,,
,0.0001264121995940239,0.0001264121995940239,9914,,,,,,,,,,,,,,,,,,
,0.0001262569941125843,0.0001262569941125843,9919,,,,,,,,,,,,,,,,,,
,0.00012610181469953452,0.00012610181469953452,9924,,,,,,,,,,,,,,,,,,
,0.00012594666152525218,0.00012594666152525218,9929,,,,,,,,,,,,,,,,,,
,0.00012579153476008614,0.00012579153476008614,9934,,,,,,,,,,,,,,,,,,
,0.00012563643457435622,0.00012563643457435622,9939,,,,,,,,,,,,,,,,,,
,0.00012548136113835304,0.00012548136113835304,9944,,,,,,,,,,,,,,,,,,
,0.0001253263146223379,0.0001253263146223379,9949,,,,,,,,,,,,,,,,,,
,0.0001251712951965426,0.0001251712951965426,9954,,,,,,,,,,,,,,,,,,
,0.00012501630303116904,0.00012501630303116904,9959,,,,,,,,,,,,,,,,,,
,0.0001248613382963893,0.0001248613382963893,9964,,,,,,,,,,,,,,,,,,
,0.00012470640116234532,0.00012470640116234532,9969,,,,,,,,,,,,,,,,,,
,0.00012455149179914883,0.00012455149179914883,9974,,,,,,,,,,,,,,,,,,
,0.00012439661037688088,0.00012439661037688088,9979,,,,,,,,,,,,,,,,,,
,0.00012424175706559194,0.00012424175706559194,9984,,,,,,,,,,,,,,,,,,
,0.00012408693203530164,0.00012408693203530164,9989,,,,,,,,,,,,,,,,,,
,0.00012393213545599857,0.00012393213545599857,9994,,,,,,,,,,,,,,,,,,
,0.00012377736749764,0.00012377736749764,9999,,,,,,,,,,,,,,,,,,
,0.0001236226283301518,0.0001236226283301518,10004,,,,,,,,,,,,,,,,,,
,0.00012346791812342827,0.00012346791812342827,10009,,,,,,,,,,,,,,,,,,
,0.00012331323704733194,0.00012331323704733194,10014,,,,,,,,,,,,,,,,,,
,0.00012315858527169325,0.00012315858527169325,10019,,,,,,,,,,,,,,,,,,
,0.0001230039629663105,0.0001230039629663105,10024,,,,,,,,,,,,,,,,,,
,0.0001228493703009498,0.0001228493703009498,10029,,,,,,,,,,,,,,,,,,
,0.00012269480744534454,0.00012269480744534454,10034,,,,,,,,,,,,,,,,,,
,0.0001225402745691953,0.0001225402745691953,10039,,,,,,,,,,,,,,,,,,
,0.00012238577184217,0.00012238577184217,10044,,,,,,,,,,,,,,,,,,
,0.00012223129943390328,0.00012223129943390328,10049,,,,,,,,,,,,,,,,,,
,0.0001220768575139965,0.0001220768575139965,10054,,,,,,,,,,,,,,,,,,
,0.00012192244625201764,0.00012192244625201764,10059,,,,,,,,,,,,,,,,,,
,0.00012176806581750093,0.00012176806581750093,10064,,,,,,,,,,,,,,,,,,
,0.00012161371637994681,0.00012161371637994681,10069,,,,,,,,,,,,,,,,,,
,0.00012145939810882157,0.00012145939810882157,10074,,,,,,,,,,,,,,,,,,
,0.00012130511117355747,0.00012130511117355747,10079,,,,,,,,,,,,,,,,,,
,0.00012115085574355228,0.00012115085574355228,10084,,,,,,,,,,,,,,,,,,
,0.00012099663198816912,0.00012099663198816912,10089,,,,,,,,,,,,,,,,,,
,0.00012084244007673637,0.00012084244007673637,10094,,,,,,,,,,,,,,,,,,
,0.0001206882801785475,0.0001206882801785475,10099,,,,,,,,,,,,,,,,,,
,0.00012053415246286079,0.00012053415246286079,10104,,,,,,,,,,,,,,,,,,
,0.00012038005709889912,0.00012038005709889912,10109,,,,,,,,,,,,,,,,,,
,0.00012022599425584997,0.00012022599425584997,10114,,,,,,,,,,,,,,,,,,
,0.00012007196410286507,0.00012007196410286507,10119,,,,,,,,,,,,,,,,,,
,0.00011991796680906013,0.00011991796680906013,10124,,,,,,,,,,,,,,,,,,
,0.00011976400254351508,0.00011976400254351508,10129,,,,,,,,,,,,,,,,,,
,0.00011961007147527328,0.00011961007147527328,10134,,,,,,,,,,,,,,,,,,
,0.00011945617377334182,0.00011945617377334182,10139,,,,,,,,,,,,,,,,,,
,0.0001193023096066911,0.0001193023096066911,10144,,,,,,,,,,,,,,,,,,
,0.00011914847914425465,0.00011914847914425465,10149,,,,,,,,,,,,,,,,,,
,0.00011899468255492914,0.00011899468255492914,10154,,,,,,,,,,,,,,,,,,
,0.0001188409200075739,0.0001188409200075739,10159,,,,,,,,,,,,,,,,,,
